name,host_name,neighbourhood_group,neighbourhood,room_type,price,service_fee,minimum_nights,number_of_reviews,review_rate_number,availability_365
Beautiful new 2 bed in East Williamsburg,David,Brooklyn,Bushwick,Entire home/apt,681.0,136.0,6,2,2.0,161
spacious PARK SLOPE room available,Leah,Brooklyn,South Slope,Private room,623.0,125.0,90,0,5.0,119
Private Room and most of apt in Upper West Side,Santiago,Manhattan,Morningside Heights,Private room,752.0,150.0,1,7,3.0,0
"Sunny, charming Soho studio",Tift,Manhattan,Greenwich Village,Entire home/apt,1160.0,232.0,7,0,2.0,293
Brooklyn Bliss 1,Lawanne,Brooklyn,East Flatbush,Private room,643.0,129.0,2,9,2.0,109
"Your New York City 
Home away from Home",Johnnie,Manhattan,Inwood,Entire home/apt,288.0,58.0,2,28,3.0,309
Luxury 4 BD NYC Times Sq Apartment,Patrick,Manhattan,Midtown,Entire home/apt,694.0,139.0,1,0,2.0,328
Better stay close to everything you need!!,Paula,Queens,Corona,Private room,570.0,114.0,1,5,3.0,247
Comfortable 2 bedroom apt in Times Square 5ppl,Georgian,Manhattan,Hell's Kitchen,Entire home/apt,628.0,126.0,1,63,5.0,216
Brand New BK Duplex in the Center of it All!!!,Sam,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110.0,22.0,2,103,4.0,54
2 beautiful rooms in sunlit Bushwick loft,Johnny,Brooklyn,Bushwick,Private room,863.0,173.0,3,2,2.0,169
[306] 5 min WALK to Times Square,Yasu & Akiko,Manhattan,Hell's Kitchen,Private room,1030.0,206.0,1,162,2.0,44
Beautiful East Village Studio,Nadine,Manhattan,East Village,Entire home/apt,1151.0,230.0,7,11,4.0,0
CHARMING APT. IN MANHATTAN! 2 FULL BATH & 7 BEDS,Dave,Manhattan,Washington Heights,Entire home/apt,989.0,198.0,5,6,4.0,252
Classic #15 - Furnished Studio Rentals,Esplanade 99,Manhattan,Upper West Side,Private room,56.0,11.0,30,1,4.0,153
BIG BEDROOM CLOSE TO LA GUARDIA AIRPORT FREE WIFI,Stephanie,Queens,East Elmhurst,Private room,172.0,34.0,1,0,2.0,0
"Artistic home, cozy queen bed",Lizette,Brooklyn,Williamsburg,Private room,90.0,18.0,2,20,3.0,0
Spacious Sun-Filled Artist Oasis,Shawana,Brooklyn,Bushwick,Private room,952.0,190.0,1,0,3.0,90
Welcome,Jay,Brooklyn,East New York,Private room,267.0,53.0,1,2,4.0,89
"Your Home In The Heart Of Bedstuy, Brooklyn!",Lawrence,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1136.0,227.0,1,38,4.0,0
A bright spacious one-bedroom,Lenny,Manhattan,Gramercy,Entire home/apt,451.0,90.0,30,38,4.0,170
Sunny 1-bedroom apartment in the LES,Jaime,Manhattan,Lower East Side,Entire home/apt,401.0,80.0,2,16,1.0,309
L.A.J Laughter & Joy  Rest  Spot. Room # 1,Arlene,Brooklyn,Prospect-Lefferts Gardens,Private room,913.0,183.0,2,58,5.0,60
Beckoning â€Bed-Stayâ€ 2 BR Suite in Bed-Stuy,Donna,Brooklyn,Bedford-Stuyvesant,Entire home/apt,838.0,168.0,2,11,4.0,280
Clean Astoria-Private Home NYC,Robert,Queens,Astoria,Entire home/apt,408.0,82.0,2,484,4.0,232
Beautiful Apt in Brooklyn w/ Private roof,Monica,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130.0,26.0,3,0,1.0,0
TRYP by Wyndham - Times Square sleeps 6 people,Vk,Manhattan,Hell's Kitchen,Private room,1116.0,223.0,1,12,2.0,59
Furnished room with private entrance in Harlem.,George,Manhattan,Harlem,Private room,1116.0,223.0,4,50,3.0,213
South Prospect Park Private Middle Room F&Q subway,Sara,Brooklyn,Kensington,Private room,565.0,113.0,2,18,3.0,189
1BR Loft: Cleaning CDC guidelines implemented,Vida,Brooklyn,Greenpoint,Entire home/apt,182.0,36.0,30,5,4.0,341
"Cozy room w/ window in Ridgewood, Queens.",Joseph,Queens,Ridgewood,Private room,1006.0,201.0,2,20,1.0,0
Garden Facing Quiet Retreat,Benjamin,Brooklyn,Boerum Hill,Entire home/apt,874.0,175.0,30,11,5.0,160
Modern Apartment in east village,Vikas,Manhattan,East Village,Entire home/apt,724.0,145.0,2,22,3.0,0
I HEART LIC...you will too!,Allison,Queens,Astoria,Private room,926.0,185.0,1,1,1.0,330
Brand new beautiful apartment in Williamsburg!,Bree,Brooklyn,Williamsburg,Private room,227.0,45.0,7,2,5.0,0
Chic Luxe 1BR 1.5BA 900sf -Midtown,Alana,Manhattan,Midtown,Entire home/apt,653.0,131.0,7,10,1.0,0
Historic Brooklyn Brownstone,Robert,Brooklyn,Crown Heights,Entire home/apt,442.0,88.0,4,75,3.0,48
Pvt Room in Quiet Home Near JFK 6mi/LGA 10mi Lvdr,Kafayat,Queens,St. Albans,Private room,438.0,88.0,2,11,4.0,3
*Zen Bliss* Style & Comfort 2 bedroom condo in NYC,Karen,Manhattan,East Harlem,Entire home/apt,943.0,189.0,30,2,5.0,36
The East Village Sanctuary,Dominique,Manhattan,East Village,Entire home/apt,159.0,32.0,30,1,2.0,287
Sleek + Modern FiDi 1BR in Luxury Building by Blueground,Blueground,Manhattan,Financial District,Entire home/apt,1095.0,219.0,30,0,5.0,304
Cozy Studio in the Heart of the East Village,Adam,Manhattan,East Village,Entire home/apt,100.0,20.0,1,13,5.0,0
Historic Brownstone - Full Floor - Central Harlem,Chance,Manhattan,Harlem,Entire home/apt,579.0,116.0,3,23,2.0,17
Big 3 Bedroom Garden Level Apartment Near Subway,Sasha,Bronx,Claremont Village,Entire home/apt,820.0,164.0,90,2,4.0,223
Astoria Room Facing the Park,Simon,Queens,Long Island City,Private room,1189.0,238.0,1,1,4.0,293
2 Bedrooms apartment in prime location.,EriKa Ximena,Brooklyn,Williamsburg,Entire home/apt,983.0,197.0,5,2,4.0,21
Girls only,Yaren,Queens,Sunnyside,Private room,686.0,137.0,3,4,4.0,0
Convenient location + Rooftop Acces,Amanda,Brooklyn,Williamsburg,Private room,572.0,114.0,1,54,2.0,237
Unknown Listing,Nimrod,Brooklyn,Williamsburg,Entire home/apt,1136.0,227.0,7,0,1.0,0
Light-filled garden apartment in Brooklyn rowhouse,Elaine,Brooklyn,Crown Heights,Entire home/apt,602.0,120.0,30,17,2.0,1
RATED â˜…â˜…â˜…â˜…â˜… IN THIS 2 BEDROOM PRESIDENTIAL SUITE,ResortShare5,Manhattan,Midtown,Entire home/apt,262.0,52.0,2,23,2.0,268
A Nice Place to Stay in Bed Stuy,Baron,Brooklyn,Bedford-Stuyvesant,Private room,87.0,17.0,1,59,2.0,188
LES Private Room + Private Bath,Ashley,Manhattan,Lower East Side,Private room,284.0,57.0,20,0,4.0,261
Perfectly Charming West Village Apartment,Milo,Manhattan,Greenwich Village,Entire home/apt,528.0,106.0,30,9,2.0,0
Beautiful/Cozy 2BR Apartment,Eileen,Brooklyn,Bushwick,Entire home/apt,322.0,64.0,2,93,1.0,142
Bedroom in Rego Park,Marife,Queens,Rego Park,Private room,1095.0,219.0,30,5,2.0,277
Cozy studio Upper East/Manhattan,Mila,Manhattan,Upper East Side,Entire home/apt,1038.0,208.0,8,15,4.0,14
#ERROR!,Michael,Manhattan,Harlem,Private room,442.0,88.0,25,3,3.0,24
Cozy Room in Lovely East Village Apartment!,Min,Manhattan,East Village,Private room,464.0,93.0,30,0,3.0,310
Trendy Chelsea Hotel,Chris,Manhattan,Chelsea,Private room,994.0,199.0,1,19,3.0,362
Newly renovated garden apartment in brownstone!,Michael,Brooklyn,Carroll Gardens,Entire home/apt,513.0,103.0,30,5,5.0,79
Upper West Side Manhattan Comfort 2,Felipe,Manhattan,Upper West Side,Private room,93.0,19.0,30,4,3.0,242
Studio 250 NYC Photo / Video /Showroom Rental,David,Manhattan,Midtown,Entire home/apt,609.0,122.0,1,4,2.0,365
JFK AIRPORT 3-BEDROOM LUXURY APT WITH FREE PARKING,Neena,Queens,Richmond Hill,Entire home/apt,317.0,63.0,1,69,1.0,329
Sun lit private room in WIlliamsburg,Anand,Brooklyn,Williamsburg,Private room,270.0,54.0,5,3,2.0,179
1 room in 2BR luxury Apartment in Bushwick,Daniel,Brooklyn,Bushwick,Private room,1158.0,232.0,2,1,3.0,88
Tribeca Treasure,Juliet,Manhattan,SoHo,Entire home/apt,930.0,186.0,3,4,2.0,87
Private Bedroom with Private Entrance in Brooklyn.,Nelima,Brooklyn,Bushwick,Private room,752.0,150.0,7,31,5.0,38
Single room in apartment share,Sean,Manhattan,Upper West Side,Private room,1060.0,212.0,1,1,4.0,299
"Cooled Queens Apartment, NY. LGA Airport 5 min.",Adeel,Queens,Woodside,Entire home/apt,562.0,112.0,1,118,3.0,320
Beach Bungalow 2 Bedroom,Jeremy,Queens,Rockaway Beach,Entire home/apt,912.0,182.0,1,61,2.0,129
"Sunny, Spacious, Greenpoint 1 Bed Apt",Freddy,Brooklyn,Greenpoint,Entire home/apt,508.0,102.0,3,4,5.0,0
Experience Zen Williamsburg Life,Brennan,Brooklyn,Williamsburg,Private room,454.0,91.0,1,47,4.0,155
Manhattan Club NY-One Bedroom Suite-Sleeps 4,Dolores,Manhattan,Midtown,Private room,328.0,66.0,4,0,2.0,0
One Bedroom - Gramery Park,Joseph,Manhattan,Gramercy,Entire home/apt,216.0,43.0,4,1,2.0,119
Amazing 2 person shared room close to subway!!!,Sergey,Brooklyn,Bushwick,Shared room,884.0,177.0,30,0,2.0,365
Extra Large Crafty room + Couch sleeper!,Anthony,Brooklyn,Williamsburg,Private room,471.0,94.0,2,1,3.0,350
Private & Comfortable Room  close to Manhattan!!,Ervita,Brooklyn,Prospect-Lefferts Gardens,Private room,1105.0,221.0,2,73,2.0,180
VERY CLOSE MANHATTAN ( S ),Kathy,Queens,Elmhurst,Private room,739.0,148.0,1,31,5.0,89
Clean & sunny room in Harlem Manhattan,Kaz,Manhattan,Harlem,Private room,864.0,173.0,30,4,5.0,354
Bushwick Suite,Dee,Brooklyn,Bushwick,Private room,851.0,170.0,1,6,2.0,0
Lovely Room,MiriamYasmine,Queens,Elmhurst,Private room,1092.0,218.0,2,3,5.0,365
1 bedroom in sunlit apartment,Brenda,Manhattan,Inwood,Private room,973.0,195.0,1,0,3.0,79
Sunny full floor apartment in Sunset Park,Andrew & Mary,Brooklyn,Sunset Park,Entire home/apt,102.0,20.0,2,54,3.0,90
Spacious Two Beds Room,Kris And Sergi,Manhattan,Hell's Kitchen,Private room,276.0,55.0,5,2,2.0,361
Quiet 1-BR in SoHo; Private Rooftop,David,Manhattan,SoHo,Entire home/apt,140.0,28.0,31,8,4.0,319
Luxury Apt Financial Dist. steps from Wall Street,Luidmila,Manhattan,Financial District,Private room,885.0,177.0,3,76,3.0,338
Sunny and cozy entirely private little studio!!,Henry,Queens,College Point,Entire home/apt,516.0,103.0,2,51,3.0,86
"2BR near Central Park, Lincoln Center",Ryan,Manhattan,Upper West Side,Entire home/apt,171.0,34.0,2,5,5.0,0
Warm room in cozy home near jfk airport,Lotanna,Queens,Jamaica,Private room,1192.0,238.0,1,7,5.0,338
"Spacious, sunny bedroom next to Prospect Park!",Lily,Brooklyn,Prospect-Lefferts Gardens,Private room,1080.0,216.0,3,5,4.0,0
124 W 60th 1 bedroom,Raymond,Manhattan,Upper West Side,Entire home/apt,605.0,121.0,30,4,1.0,160
New 2 BDR apt/great location/20 mins to Manhattan,Svetlana,Brooklyn,Bath Beach,Entire home/apt,1135.0,227.0,3,46,1.0,334
Walk to Times SQ! Simple room in heart of NYC,Jonathan,Manhattan,Hell's Kitchen,Private room,1018.0,204.0,1,0,2.0,6
Cozy Room in the Big Apple,Besinfe,Manhattan,Harlem,Private room,349.0,70.0,1,116,1.0,323
Beautiful studio in midtown Manhattan,Stanley,Manhattan,Murray Hill,Entire home/apt,629.0,126.0,30,0,3.0,365
NICE COZY PRIVET ROOM,Catherine,Brooklyn,Sheepshead Bay,Private room,1175.0,235.0,1,1,5.0,269
A little oasis in the big city!,George And Laura,Brooklyn,Carroll Gardens,Entire home/apt,299.0,60.0,4,0,5.0,317
PERFECT LONG TERM RENTAL~1 BR- EAST 60TH STREET!,Rated,Manhattan,Upper East Side,Entire home/apt,1033.0,207.0,30,0,5.0,364
"Cozy Basement Studio in the Heart of Harlem, NYC",Brayan,Manhattan,Harlem,Entire home/apt,498.0,100.0,2,68,3.0,32
Small bedroom in comfy apartment @Upper West Side,Jerome,Manhattan,Upper West Side,Private room,732.0,146.0,4,2,2.0,0
"Don't miss this BRIGHT, SUNNY getaway in Queens",Regine,Queens,Flushing,Entire home/apt,512.0,102.0,2,1,2.0,0
Popular Room NEW Apartment jackson heights,Fukuda,Queens,Jackson Heights,Private room,70.0,14.0,30,2,4.0,0
Gorgeous Park Slope Space & Light,Jenn,Brooklyn,Park Slope,Entire home/apt,462.0,92.0,4,0,1.0,267
A+ Location Studio Apartment (Queen Bed & Futon),Nomad,Manhattan,Midtown,Entire home/apt,1040.0,208.0,1,13,3.0,0
Modern Two-Bedroom Balcony Apartment,Jason,Queens,Astoria,Entire home/apt,693.0,139.0,30,15,3.0,340
Landmark 2 Bedroom West Village NYC,West Village,Manhattan,West Village,Entire home/apt,152.0,30.0,4,212,3.0,96
"Manhattan Large, room by CUNY& Columbia University",Lendy,Manhattan,Harlem,Private room,665.0,133.0,2,3,2.0,342
Loft Room in Bushwick,Armin,Brooklyn,Williamsburg,Private room,675.0,135.0,2,1,5.0,0
Park Slope Townhouse,Maddy,Brooklyn,South Slope,Entire home/apt,625.0,125.0,3,6,4.0,218
DUMBO couch with A/C near the Brooklyn Bridge,Phillip,Brooklyn,Vinegar Hill,Shared room,764.0,153.0,2,37,1.0,83
Studio (200 sq ft.) near Times Square!,Eileen,Manhattan,Hell's Kitchen,Entire home/apt,463.0,93.0,1,0,5.0,0
Central Park Studio,Stanton,Manhattan,Upper West Side,Entire home/apt,471.0,94.0,30,4,5.0,0
<B6>Bushwick Shared Room,Grace,Brooklyn,Bedford-Stuyvesant,Shared room,796.0,159.0,4,19,2.0,160
"Quiet light-filled apt, subway near",Jason,Manhattan,Harlem,Entire home/apt,392.0,78.0,30,41,2.0,10
Plymouth Loft,Christina,Brooklyn,DUMBO,Entire home/apt,225.0,45.0,2,1,5.0,88
PRIVATE STUDIO WITH LOTS OF LIGHT,Tania & Juan,Manhattan,Washington Heights,Entire home/apt,713.0,143.0,1,17,4.0,253
Lovely Manhattan Room near GCT / Central Park,Kazuya,Manhattan,East Harlem,Private room,851.0,170.0,30,1,2.0,199
Luminous Zen Garden Retreat,Terrence,Manhattan,East Village,Private room,1006.0,201.0,4,64,1.0,136
2 BR Pent House Loft in NYC!,Gerard,Manhattan,Chelsea,Entire home/apt,448.0,90.0,2,2,2.0,118
Dream Pad,Krysta,Brooklyn,Crown Heights,Private room,961.0,192.0,3,120,4.0,285
Bright room in Brooklyn historic district,Jazzy,Brooklyn,Crown Heights,Private room,947.0,189.0,2,77,1.0,3
1 Bedroom in Williamsburg 3 BD/1BA Apartment,Clara,Brooklyn,Williamsburg,Private room,843.0,169.0,7,0,4.0,0
"Cozy, Clean ""Like Home"" Full 1 Bdrm",TiffanyJoy,Brooklyn,Bedford-Stuyvesant,Entire home/apt,274.0,55.0,3,38,2.0,197
Penthouse full floor 4 bedroom apartment,Cylia,Manhattan,Financial District,Entire home/apt,717.0,143.0,5,16,4.0,298
No Sleep 'Till Brooklyn! 2 Train (accommodates 1),Leah,Brooklyn,East Flatbush,Private room,642.0,128.0,2,32,5.0,228
Air-conditioned bedroom in Upstairs hallway,Jose,Bronx,Wakefield,Private room,694.0,139.0,1,15,4.0,365
Colorful 1 Bedroom in the Heart of the E. Village,Tamarinda,Manhattan,East Village,Entire home/apt,337.0,67.0,30,2,5.0,0
5 minutes from Central Park + Community#M1B,Vicky,Manhattan,East Harlem,Private room,885.0,177.0,7,2,3.0,59
Spacious room available in Brooklyn,Winona,Brooklyn,Crown Heights,Private room,247.0,49.0,1,0,3.0,202
Bed-Stuy Apt for Groups,Melissa,Brooklyn,Bedford-Stuyvesant,Entire home/apt,328.0,66.0,4,22,3.0,309
Cute Room in a Cute 2 Bedroom Apt.,Emmanuel,Brooklyn,Williamsburg,Private room,866.0,173.0,3,2,3.0,7
Huge Sunny Room With En Suite,Becky,Brooklyn,Bedford-Stuyvesant,Private room,817.0,163.0,14,0,2.0,90
Cozy Antique Haven in Brooklyn,Linda,Brooklyn,Crown Heights,Private room,609.0,122.0,3,2,5.0,50
Private Room in Clinton Hill,Laura,Brooklyn,Bedford-Stuyvesant,Private room,997.0,199.0,2,8,3.0,0
Beautiful two bedroom Apartment in Queens,Carmen,Queens,Elmhurst,Entire home/apt,1084.0,217.0,1,9,4.0,278
4 Bedroom...Close To Subway,Chaim,Brooklyn,Crown Heights,Entire home/apt,1030.0,206.0,2,18,4.0,105
COZY Private 1 Bedroom in Brooklyn !,June,Brooklyn,Bath Beach,Private room,271.0,54.0,6,29,5.0,32
Bushwick Loft Transformed into Bohemian Hideaway!,Nick,Brooklyn,Williamsburg,Private room,780.0,156.0,1,29,2.0,13
Nice warm bedroom in a cool house N calm building,Audrey,Bronx,Tremont,Private room,1088.0,218.0,1,35,3.0,179
Nyc! Cozy room in Williamsburg,Evy,Brooklyn,Williamsburg,Private room,209.0,42.0,3,174,2.0,173
Manhattan studio near Central Park & Times Square.,Kay,Manhattan,Upper West Side,Entire home/apt,241.0,48.0,3,9,2.0,315
Sonder | Stock Exchange | Pristine 2BR + Sofa Bed,Sonder (NYC),Manhattan,Financial District,Entire home/apt,472.0,94.0,2,9,4.0,294
1 bedroom in Cozy 2 bedroom upper west side,Yonatan,Manhattan,Harlem,Private room,548.0,110.0,3,0,5.0,90
Bright Large Hell's Kitchen Studio,Rachel,Manhattan,Hell's Kitchen,Entire home/apt,812.0,162.0,3,13,1.0,362
Brooklynâ€™s Little Getaway ( Home away from home),Samantha,Brooklyn,East Flatbush,Entire home/apt,458.0,92.0,3,20,5.0,291
Cozy Bed-Stuy Getaway!,Hadass,Brooklyn,Bedford-Stuyvesant,Private room,261.0,52.0,2,24,2.0,99
Private studio room - Brownstone - Brooklyn,Michael,Brooklyn,Crown Heights,Private room,416.0,83.0,4,64,3.0,149
Chelsea Apartment/Flat- sleeps up to 4,Kevin,Manhattan,Chelsea,Entire home/apt,235.0,47.0,2,8,3.0,0
Stylish Park Slope Townhouse,Thomas,Brooklyn,Sunset Park,Entire home/apt,137.0,27.0,2,24,4.0,9
Bedroom in middle of BK! Great location!,Katya,Brooklyn,Bushwick,Private room,649.0,130.0,1,0,5.0,16
Sunny room with private bathroom,Liya,Manhattan,Harlem,Private room,201.0,40.0,2,53,4.0,350
Trendy and Tranquil Brooklyn Duplex,Your Fave,Brooklyn,Bushwick,Entire home/apt,99.0,20.0,1,0,5.0,88
"1br 2beds apt in the city, next to Central Park.",Lara,Manhattan,East Harlem,Entire home/apt,190.0,38.0,3,152,4.0,115
Private Entrance Bed & Bath with Garden and Deck,Jennifer,Brooklyn,South Slope,Private room,381.0,76.0,2,125,5.0,177
94TH STREET 2BR-2BA SUITE WITH DOORMAN-GYM,Especial,Manhattan,Upper East Side,Private room,261.0,52.0,2,0,5.0,341
Cozy 1BR on the UES near 6 Train,Eddy,Manhattan,Upper East Side,Entire home/apt,173.0,35.0,6,0,3.0,0
Beautiful Upper West Side Studio,Tara,Manhattan,Upper West Side,Entire home/apt,992.0,198.0,2,1,1.0,50
@ the ðŸ’– of Queens.7mins walk subway ðŸš‰.nearAll.A,Taka,Queens,Elmhurst,Entire home/apt,954.0,191.0,3,28,4.0,84
Great 1BR apartment in a convenient location,Tom,Queens,Long Island City,Entire home/apt,367.0,73.0,1,4,1.0,41
Where Love and Happiness Live,MaryEllen,Manhattan,Washington Heights,Entire home/apt,223.0,45.0,1,4,4.0,208
"Affordable, quiet, brownstone home",Luke,Brooklyn,Bedford-Stuyvesant,Private room,886.0,177.0,1,0,4.0,0
Clean Midtown Rooms in heart of NYC,Charles,Manhattan,Murray Hill,Private room,1179.0,236.0,3,4,1.0,0
Amazing Penthouse,Anting,Brooklyn,Greenpoint,Entire home/apt,761.0,152.0,1,1,2.0,0
Bed-Stuy 2 Bedroom Beauty w/ Spacious Living Room,Anna,Brooklyn,Bedford-Stuyvesant,Private room,1197.0,239.0,5,19,3.0,199
A friendly place to stay,Imanuelly,Queens,Elmhurst,Private room,714.0,143.0,7,2,3.0,337
"Faboules 1 br, in trendy Park Slope",Ilona,Brooklyn,South Slope,Entire home/apt,338.0,68.0,30,4,3.0,251
Spacious Williamsburg Apartment,Josh,Brooklyn,Williamsburg,Private room,1068.0,214.0,2,1,4.0,214
Near at the JFK 15 minutes,Finely,Queens,Queens Village,Private room,1088.0,218.0,2,5,2.0,0
Spacious Studio in Midtown,Kevin,Manhattan,Midtown,Entire home/apt,820.0,164.0,3,18,4.0,317
Brooklyn Palace,Eric,Brooklyn,Bushwick,Entire home/apt,94.0,19.0,2,62,2.0,178
Sunny Brooklyn Apartment with Full Kitchen,Jeanette,Brooklyn,Navy Yard,Entire home/apt,1093.0,219.0,2,3,5.0,0
Swimming Pool/ Amazing Layout W&D Doorman 5131,Jeremy & Laura,Manhattan,Upper West Side,Entire home/apt,843.0,169.0,30,1,1.0,250
Single cozy room in Manhattan's Upper West Side,Ami,Manhattan,Morningside Heights,Private room,109.0,22.0,1,15,4.0,16
"Beautiful , Peaceful , Paradise",Don,Brooklyn,Bedford-Stuyvesant,Entire home/apt,909.0,182.0,1,35,5.0,245
Spacious Victorian home,Susan,Brooklyn,Flatbush,Entire home/apt,992.0,198.0,4,3,4.0,35
Private 1 BD in 2 BD/1 BTH in W. Harlem,Brittany,Manhattan,Harlem,Private room,965.0,193.0,1,0,5.0,302
Massive Master Bedroom in Manhattan Apartment,Dominique,Manhattan,Harlem,Private room,745.0,149.0,1,0,2.0,90
Room on 5th Ave between Washington Sq and Union Sq,Rafael,Manhattan,Greenwich Village,Private room,1075.0,215.0,4,2,2.0,0
A+ Location Studio (Apt Selected at Check-in) #2,Nomad,Manhattan,Midtown,Private room,454.0,91.0,1,29,2.0,160
Room in Bed Stuy - Full Bed,Reah,Brooklyn,Bedford-Stuyvesant,Private room,1099.0,220.0,1,0,3.0,218
Chic Rooms in Large NYC Apt,Bill & May,Manhattan,Harlem,Private room,502.0,100.0,28,2,3.0,90
Spacious Private Room 10 mins from Manhattan,Mel,Queens,Sunnyside,Private room,338.0,68.0,13,2,3.0,47
Sunny Large Studio Elevator Doorman Gym UN 5226,Jeremy & Laura,Manhattan,Midtown,Entire home/apt,568.0,114.0,30,0,3.0,311
Roomy Brooklyn Brownstone,Liz,Brooklyn,Park Slope,Entire home/apt,512.0,102.0,2,10,1.0,0
Private Room in Astoria,Alina,Queens,Astoria,Private room,135.0,27.0,1,1,5.0,202
Incredible 2 Bedroom Apt in the center of NYC,Ignacio,Manhattan,Hell's Kitchen,Entire home/apt,383.0,77.0,1,3,5.0,90
Beautiful 2bdrm Bklyn duplex w/deck + backyard,Jessica,Brooklyn,Clinton Hill,Entire home/apt,105.0,21.0,4,8,1.0,240
Beautiful 3 bedroom Brownstone in Boerum Hill,Anne,Brooklyn,Boerum Hill,Entire home/apt,621.0,124.0,3,17,4.0,43
Cosy place in the West Village,Max,Manhattan,West Village,Private room,370.0,74.0,4,1,4.0,0
Private bedroom&bathroom in the heart of Manhattan,Idan,Manhattan,Hell's Kitchen,Private room,73.0,15.0,3,213,2.0,90
Beautiful townhouse apt on historic street,Ming,Manhattan,Harlem,Entire home/apt,1056.0,211.0,14,1,3.0,188
Spacious 3 bdrms/ 2 baths  Prime Manhattan,Garry,Manhattan,Midtown,Entire home/apt,112.0,22.0,30,3,3.0,154
Terrace Suite| Semi-Private Terrace | Full Sofabed,Chamber Hotel,Manhattan,Midtown,Entire home/apt,80.0,16.0,2,0,3.0,199
You will be very comfortable,Blanca,Bronx,Concourse Village,Private room,1044.0,209.0,30,2,4.0,0
Immaculate and beautiful 2 BDR private apartment,Rachel,Brooklyn,Crown Heights,Entire home/apt,830.0,166.0,1,93,1.0,79
88 By The Park w/Parking Space,Akini,Brooklyn,Canarsie,Entire home/apt,1065.0,213.0,2,187,4.0,173
Cute Brownstone apt on tree-lined street Brooklyn,Kurtis,Brooklyn,Clinton Hill,Entire home/apt,837.0,167.0,3,8,4.0,0
Bedroom near Columbia,Aditya,Manhattan,Harlem,Private room,956.0,191.0,1,0,5.0,361
Spacious Apt. in Bushwick for summer occupancy,Anoushka,Brooklyn,Williamsburg,Private room,522.0,104.0,7,0,4.0,0
Beautiful room with view in newly-renovated house,Victor,Bronx,Fordham,Private room,1180.0,236.0,30,19,3.0,247
Home 4 Medical Professionals-Kngbr5,Stat,Brooklyn,East Flatbush,Private room,993.0,199.0,30,2,3.0,142
Sunny Private Bedroom in Prime Williamsburg,Kristina,Brooklyn,Williamsburg,Private room,366.0,73.0,3,43,4.0,67
